% from location i, to location j, time [sec], distance [meters] 
0, 0, 0.000000, 0.000000 
0, 1, 924.006664, 18292.859526 
0, 2, 1039.263272, 19596.311777 
0, 3, 1297.451161, 19988.654826 
0, 4, 824.371861, 13286.973161 
0, 5, 1208.131725, 22371.677928 
0, 6, 1262.422958, 22923.383514 
0, 7, 758.408404, 10656.118207 
0, 8, 1171.837716, 25243.996259 
0, 9, 1488.893306, 22861.851316 
0, 10, 1321.706232, 26856.095126 
0, 11, 1271.704727, 25313.195352 
0, 12, 805.871837, 15027.748198 
0, 13, 1466.423339, 25619.507048 
0, 14, 986.663404, 19170.868724 
0, 15, 1194.859258, 22178.657534 
0, 16, 1191.307062, 24437.450464 
0, 17, 1212.751133, 18865.024939 
0, 18, 862.473936, 12811.415570 
0, 19, 1063.673567, 17141.521903 
0, 20, 1301.097487, 24227.239062 
0, 21, 1373.614830, 27102.070477 
0, 22, 969.625020, 14507.058099 
0, 23, 1568.985694, 29222.608952 
0, 24, 1431.929694, 26471.715850 
0, 25, 1225.172422, 26574.632793 
0, 26, 685.992532, 9461.878817 
0, 27, 636.472268, 8942.666089 
0, 28, 1165.375680, 20741.756690 
0, 29, 1326.656349, 21654.699041 
0, 30, 1003.212015, 19316.170609 
0, 31, 1616.730550, 28614.018625 
0, 32, 1436.686220, 26397.064355 
0, 33, 1274.142919, 19877.716616 
0, 34, 1444.702828, 26536.698270 
0, 35, 225.161036, 2817.306425 
0, 36, 732.931412, 9721.496839 
0, 37, 1290.607770, 20369.521329 
0, 38, 898.857351, 14921.853153 
0, 39, 835.685958, 11388.421602 
0, 40, 1025.222950, 16561.841716 
0, 41, 1362.417009, 22681.388210 
0, 42, 874.868546, 15780.444232 
0, 43, 1334.273978, 27053.191400 
0, 44, 575.503378, 8308.182086 
0, 45, 1646.927430, 30029.221597 
0, 46, 301.101417, 4554.619878 
0, 47, 881.563609, 17693.379684 
0, 48, 1128.285174, 22115.936076 
0, 49, 628.478111, 8753.696805 
0, 50, 450.778087, 6233.475581 
0, 51, 853.207432, 12861.110296 
0, 52, 1564.011451, 24859.885815 
0, 53, 409.552833, 5907.745892 
0, 54, 298.792723, 3847.400535 
0, 55, 859.542994, 14410.454801 
0, 56, 285.487880, 3733.235564 
0, 57, 1656.553565, 33355.621385 
0, 58, 1447.441587, 29862.431063 
0, 59, 1399.137109, 29314.408756 
0, 60, 265.562952, 3385.867357 
0, 61, 451.092813, 5656.364927 
0, 62, 470.205322, 5939.836104 
0, 63, 1346.254370, 23234.782224 
