% nodeID, nodeType, latDeg, lonDeg, altMeters, parcelWtLbs 
0, 0, 47.590113, -122.233599, 0.000000, -1.000000 
1, 1, 47.552929, -122.222110, 0.000000, 3.000000 
2, 1, 47.474144, -122.149507, 0.000000, 5.000000 
3, 1, 47.470729, -122.366162, 0.000000, 2.000000 
4, 1, 47.517302, -122.261669, 0.000000, 100.000000 
5, 1, 47.505303, -122.192666, 0.000000, 2.000000 
6, 1, 47.552398, -122.369654, 0.000000, 3.000000 
7, 1, 47.527028, -122.273438, 0.000000, 3.000000 
8, 1, 47.619678, -122.307282, 0.000000, 1.000000 
9, 1, 47.566894, -122.133956, 0.000000, 4.000000 
10, 1, 47.691644, -122.286216, 0.000000, 1.000000 
11, 1, 47.658610, -122.308367, 0.000000, 1.000000 
12, 1, 47.675014, -122.129305, 0.000000, 4.000000 
13, 1, 47.556603, -122.112907, 0.000000, 2.000000 
14, 1, 47.632893, -122.185475, 0.000000, 3.000000 
15, 1, 47.673161, -122.368889, 0.000000, 100.000000 
16, 1, 47.560648, -122.402336, 0.000000, 1.000000 
17, 1, 47.582515, -122.369521, 0.000000, 5.000000 
18, 1, 47.584409, -122.241167, 0.000000, 2.000000 
19, 1, 47.590253, -122.248802, 0.000000, 5.000000 
20, 1, 47.519698, -122.315011, 0.000000, 2.000000 
21, 1, 47.696705, -122.185758, 0.000000, 100.000000 
22, 1, 47.621202, -122.343604, 0.000000, 2.000000 
23, 1, 47.668045, -122.188662, 0.000000, 3.000000 
24, 1, 47.675327, -122.150966, 0.000000, 5.000000 
25, 1, 47.534784, -122.297399, 0.000000, 100.000000 
