% from location i, to location j, time [sec], distance [meters] 
0, 0, 0.000000, 0.000000 
0, 1, 373.332478, 4860.951683 
0, 2, 1154.620124, 20734.728515 
0, 3, 1231.659229, 24620.538496 
0, 4, 926.593641, 20176.436040 
0, 5, 746.334776, 14411.909793 
0, 6, 809.796031, 15257.076217 
0, 7, 844.020335, 16983.886540 
0, 8, 537.246537, 9451.438799 
0, 9, 532.677243, 9656.883583 
0, 10, 1014.180802, 20280.598526 
0, 11, 752.098122, 15894.908652 
0, 12, 1017.595565, 20488.955524 
0, 13, 643.132262, 13480.995873 
0, 14, 656.253877, 11426.241792 
0, 15, 1015.896545, 19250.856744 
0, 16, 913.766246, 16882.924321 
0, 17, 758.872409, 14701.090366 
0, 18, 87.380907, 1142.910234 
0, 19, 475.665738, 10860.475318 
0, 20, 862.119431, 16771.109696 
0, 21, 953.560264, 20442.533384 
0, 22, 559.881295, 10617.606643 
0, 23, 752.936607, 15796.113383 
0, 24, 923.199179, 19022.436109 
0, 25, 656.651565, 15856.009668 
1, 0, 374.704650, 4878.789917 
1, 1, 0.000000, 0.000000 
1, 2, 1363.286529, 22245.395394 
1, 3, 1571.189030, 29157.334892 
1, 4, 1266.123442, 24713.232435 
1, 5, 955.001181, 15922.576673 
1, 6, 1149.325831, 19793.872613 
1, 7, 1183.550136, 21520.682936 
1, 8, 876.776337, 13988.235195 
1, 9, 741.343647, 11167.550462 
1, 10, 1353.710603, 24817.394922 
1, 11, 1091.627922, 20431.705048 
1, 12, 1226.261969, 21999.622404 
1, 13, 851.798666, 14991.662752 
1, 14, 864.920281, 12936.908672 
1, 15, 1355.426346, 23787.653140 
1, 16, 1253.296047, 21419.720716 
1, 17, 1098.402209, 19237.886762 
1, 18, 371.922447, 4835.927246 
1, 19, 815.195538, 15397.271714 
1, 20, 1201.649232, 21307.906091 
1, 21, 1162.226668, 21953.200263 
1, 22, 899.411095, 15154.403038 
1, 23, 961.603011, 17306.780262 
1, 24, 1131.865583, 20533.102988 
1, 25, 996.181365, 20392.806064 
2, 0, 1144.799996, 21152.857427 
2, 1, 1370.884333, 22848.844414 
2, 2, 0.000000, 0.000000 
2, 3, 1206.677540, 20276.948830 
2, 4, 1000.356550, 13011.866583 
2, 5, 501.287606, 6537.637838 
2, 6, 1436.821127, 26728.838624 
