problemName,vehicleFileID,UAVSpeedType,numUAVs,numTrucks
20191230T160316717797,102,maximum-range,3,-1

Objective Function Value: 17487.747789 

Assignments: 
vehicleID,vehicleType,activityType,startTime,startNode,endTime,endNode,Description,Status
1.0,Truck,Truck is stationary with UAV(s) on board,0.0,0.0,60.0,0.0,Launching UAV 4,UAV Launch
1.0,Truck,Truck is stationary with UAV(s) on board,60.0,0.0,120.0,0.0,Launching UAV 2,UAV Launch
1.0,Truck,Truck travels with UAV(s) on board,120.0,0.0,585.417053,99.0,Travel from node 0 to node 99,Traveling
1.0,Truck,Truck is stationary with UAV(s) on board,585.417053,99.0,615.417053,99.0,Dropping off package to Customer 99,Making Delivery
1.0,Truck,Truck is stationary with UAV(s) on board,615.417053,99.0,675.417053,99.0,Launching UAV 3,UAV Launch
1.0,Truck,Truck travels with no UAVs on board,675.417053,99.0,837.334031,90.0,Travel from node 99 to node 90,Traveling
1.0,Truck,Truck is stationary with no UAVs on board,837.334031,90.0,867.334031,90.0,Retrieving UAV 2,UAV Recovery
1.0,Truck,Truck is stationary with no UAVs on board,867.334031,90.0,897.334031,90.0,Dropping off package to Customer 90,Making Delivery
1.0,Truck,Truck is stationary with no UAVs on board,897.334031,90.0,957.334031,90.0,Launching UAV 2,UAV Launch
1.0,Truck,Truck travels with no UAVs on board,957.334031,90.0,1413.363213,38.0,Travel from node 90 to node 38,Traveling
1.0,Truck,Truck is stationary with no UAVs on board,1413.363213,38.0,1443.363213,38.0,Retrieving UAV 4,UAV Recovery
1.0,Truck,Truck is stationary with no UAVs on board,1443.363213,38.0,1473.363213,38.0,Retrieving UAV 3,UAV Recovery
1.0,Truck,Truck is stationary with no UAVs on board,1473.363213,38.0,1503.363213,38.0,Dropping off package to Customer 38,Making Delivery
1.0,Truck,Truck is stationary with no UAVs on board,1503.363213,38.0,1563.363213,38.0,Launching UAV 4,UAV Launch
1.0,Truck,Truck is stationary with no UAVs on board,1563.363213,38.0,1623.363213,38.0,Launching UAV 3,UAV Launch
1.0,Truck,Truck travels with no UAVs on board,1623.363213,38.0,1979.01779,93.0,Travel from node 38 to node 93,Traveling
1.0,Truck,Truck is stationary with no UAVs on board,1979.01779,93.0,2009.01779,93.0,Dropping off package to Customer 93,Making Delivery
1.0,Truck,Truck travels with no UAVs on board,2009.01779,93.0,2078.396,39.0,Travel from node 93 to node 39,Traveling
1.0,Truck,Truck is stationary with no UAVs on board,2078.396,39.0,2108.396,39.0,Retrieving UAV 2,UAV Recovery
1.0,Truck,Truck is stationary with no UAVs on board,2108.396,39.0,2138.396,39.0,Retrieving UAV 4,UAV Recovery
1.0,Truck,Truck is stationary with no UAVs on board,2138.396,39.0,2168.396,39.0,Dropping off package to Customer 39,Making Delivery
1.0,Truck,Truck is stationary with no UAVs on board,2168.396,39.0,2228.396,39.0,Launching UAV 4,UAV Launch
1.0,Truck,Truck is stationary with no UAVs on board,2228.396,39.0,2258.396,39.0,Retrieving UAV 3,UAV Recovery
1.0,Truck,Truck is stationary with no UAVs on board,2258.396,39.0,2318.396,39.0,Launching UAV 3,UAV Launch
1.0,Truck,Truck is stationary with no UAVs on board,2318.396,39.0,2378.396,39.0,Launching UAV 2,UAV Launch
1.0,Truck,Truck travels with no UAVs on board,2378.396,39.0,2813.512114,53.0,Travel from node 39 to node 53,Traveling
1.0,Truck,Truck is stationary with no UAVs on board,2813.512114,53.0,2843.512114,53.0,Dropping off package to Customer 53,Making Delivery
1.0,Truck,Truck travels with no UAVs on board,2843.512114,53.0,2941.994413,11.0,Travel from node 53 to node 11,Traveling
1.0,Truck,Truck is stationary with no UAVs on board,2941.994413,11.0,2971.994413,11.0,Dropping off package to Customer 11,Making Delivery
1.0,Truck,Truck travels with no UAVs on board,2971.994413,11.0,3127.518893,29.0,Travel from node 11 to node 29,Traveling
1.0,Truck,Truck is stationary with no UAVs on board,3127.518893,29.0,3157.518893,29.0,Dropping off package to Customer 29,Making Delivery
1.0,Truck,Truck is stationary with no UAVs on board,3157.518893,29.0,3207.11278292,29.0,Idle for  50 seconds,Idle
1.0,Truck,Truck is stationary with no UAVs on board,3207.11278292,29.0,3237.11278292,29.0,Retrieving UAV 2,UAV Recovery
1.0,Truck,Truck is stationary with no UAVs on board,3237.11278292,29.0,3297.11278292,29.0,Launching UAV 2,UAV Launch
1.0,Truck,Truck travels with no UAVs on board,3297.11278292,29.0,3425.94326992,43.0,Travel from node 29 to node 43,Traveling
1.0,Truck,Truck is stationary with no UAVs on board,3425.94326992,43.0,3455.94326992,43.0,Retrieving UAV 4,UAV Recovery
1.0,Truck,Truck is stationary with no UAVs on board,3455.94326992,43.0,3485.94326992,43.0,Retrieving UAV 3,UAV Recovery
1.0,Truck,Truck is stationary with no UAVs on board,3485.94326992,43.0,3515.94326992,43.0,Dropping off package to Customer 43,Making Delivery
1.0,Truck,Truck is stationary with no UAVs on board,3515.94326992,43.0,3575.94326992,43.0,Launching UAV 4,UAV Launch
1.0,Truck,Truck travels with UAV(s) on board,3575.94326992,43.0,3686.55473192,80.0,Travel from node 43 to node 80,Traveling
1.0,Truck,Truck is stationary with UAV(s) on board,3686.55473192,80.0,3716.55473192,80.0,Dropping off package to Customer 80,Making Delivery
1.0,Truck,Truck is stationary with UAV(s) on board,3716.55473192,80.0,3776.55473192,80.0,Launching UAV 3,UAV Launch
1.0,Truck,Truck travels with no UAVs on board,3776.55473192,80.0,4137.63751092,33.0,Travel from node 80 to node 33,Traveling
1.0,Truck,Truck is stationary with no UAVs on board,4137.63751092,33.0,4167.63751092,33.0,Retrieving UAV 2,UAV Recovery
1.0,Truck,Truck is stationary with no UAVs on board,4167.63751092,33.0,4197.63751092,33.0,Retrieving UAV 4,UAV Recovery
1.0,Truck,Truck is stationary with no UAVs on board,4197.63751092,33.0,4227.63751092,33.0,Dropping off package to Customer 33,Making Delivery
1.0,Truck,Truck is stationary with no UAVs on board,4227.63751092,33.0,4287.63751092,33.0,Launching UAV 2,UAV Launch
1.0,Truck,Truck is stationary with no UAVs on board,4287.63751092,33.0,4347.63751092,33.0,Launching UAV 4,UAV Launch
1.0,Truck,Truck travels with no UAVs on board,4347.63751092,33.0,4487.78657992,95.0,Travel from node 33 to node 95,Traveling
1.0,Truck,Truck is stationary with no UAVs on board,4487.78657992,95.0,4517.78657992,95.0,Dropping off package to Customer 95,Making Delivery
1.0,Truck,Truck travels with no UAVs on board,4517.78657992,95.0,4736.49929692,1.0,Travel from node 95 to node 1,Traveling
1.0,Truck,Truck is stationary with no UAVs on board,4736.49929692,1.0,4766.49929692,1.0,Retrieving UAV 3,UAV Recovery
1.0,Truck,Truck is stationary with no UAVs on board,4766.49929692,1.0,4796.49929692,1.0,Dropping off package to Customer 1,Making Delivery
1.0,Truck,Truck is stationary with no UAVs on board,4796.49929692,1.0,4826.49929692,1.0,Retrieving UAV 4,UAV Recovery
1.0,Truck,Truck is stationary with no UAVs on board,4826.49929692,1.0,4886.49929692,1.0,Launching UAV 4,UAV Launch
1.0,Truck,Truck travels with UAV(s) on board,4886.49929692,1.0,5148.19083192,6.0,Travel from node 1 to node 6,Traveling
1.0,Truck,Truck is stationary with UAV(s) on board,5148.19083192,6.0,5178.19083192,6.0,Retrieving UAV 2,UAV Recovery
1.0,Truck,Truck is stationary with UAV(s) on board,5178.19083192,6.0,5208.19083192,6.0,Dropping off package to Customer 6,Making Delivery
1.0,Truck,Truck is stationary with UAV(s) on board,5208.19083192,6.0,5268.19083192,6.0,Launching UAV 3,UAV Launch
1.0,Truck,Truck is stationary with UAV(s) on board,5268.19083192,6.0,5328.19083192,6.0,Launching UAV 2,UAV Launch
1.0,Truck,Truck is stationary with UAV(s) on board,5328.19083192,6.0,5398.77134346,6.0,Idle for  71 seconds,Idle
1.0,Truck,Truck is stationary with UAV(s) on board,5398.77134346,6.0,5428.77134346,6.0,Retrieving UAV 4,UAV Recovery
1.0,Truck,Truck is stationary with UAV(s) on board,5428.77134346,6.0,5488.77134346,6.0,Launching UAV 4,UAV Launch
1.0,Truck,Truck travels with no UAVs on board,5488.77134346,6.0,5705.80999446,61.0,Travel from node 6 to node 61,Traveling
1.0,Truck,Truck is stationary with no UAVs on board,5705.80999446,61.0,5735.80999446,61.0,Dropping off package to Customer 61,Making Delivery
1.0,Truck,Truck travels with no UAVs on board,5735.80999446,61.0,5920.16879846,57.0,Travel from node 61 to node 57,Traveling
1.0,Truck,Truck is stationary with no UAVs on board,5920.16879846,57.0,5950.16879846,57.0,Retrieving UAV 3,UAV Recovery
1.0,Truck,Truck is stationary with no UAVs on board,5950.16879846,57.0,5980.16879846,57.0,Retrieving UAV 4,UAV Recovery
1.0,Truck,Truck is stationary with no UAVs on board,5980.16879846,57.0,6010.16879846,57.0,Dropping off package to Customer 57,Making Delivery
1.0,Truck,Truck is stationary with no UAVs on board,6010.16879846,57.0,6070.16879846,57.0,Launching UAV 3,UAV Launch
1.0,Truck,Truck is stationary with no UAVs on board,6070.16879846,57.0,6130.16879846,57.0,Launching UAV 4,UAV Launch
1.0,Truck,Truck travels with no UAVs on board,6130.16879846,57.0,6247.13873346,23.0,Travel from node 57 to node 23,Traveling
1.0,Truck,Truck is stationary with no UAVs on board,6247.13873346,23.0,6277.13873346,23.0,Retrieving UAV 2,UAV Recovery
1.0,Truck,Truck is stationary with no UAVs on board,6277.13873346,23.0,6307.13873346,23.0,Dropping off package to Customer 23,Making Delivery
1.0,Truck,Truck is stationary with no UAVs on board,6307.13873346,23.0,6367.13873346,23.0,Launching UAV 2,UAV Launch
1.0,Truck,Truck travels with no UAVs on board,6367.13873346,23.0,6568.76790246,55.0,Travel from node 23 to node 55,Traveling
1.0,Truck,Truck is stationary with no UAVs on board,6568.76790246,55.0,6598.76790246,55.0,Dropping off package to Customer 55,Making Delivery
1.0,Truck,Truck travels with no UAVs on board,6598.76790246,55.0,6615.33084946,4.0,Travel from node 55 to node 4,Traveling
1.0,Truck,Truck is stationary with no UAVs on board,6615.33084946,4.0,6645.33084946,4.0,Dropping off package to Customer 4,Making Delivery
1.0,Truck,Truck travels with no UAVs on board,6645.33084946,4.0,6696.77473546,68.0,Travel from node 4 to node 68,Traveling
1.0,Truck,Truck is stationary with no UAVs on board,6696.77473546,68.0,6726.77473546,68.0,Retrieving UAV 3,UAV Recovery
1.0,Truck,Truck is stationary with no UAVs on board,6726.77473546,68.0,6756.77473546,68.0,Retrieving UAV 4,UAV Recovery
1.0,Truck,Truck is stationary with no UAVs on board,6756.77473546,68.0,6786.77473546,68.0,Dropping off package to Customer 68,Making Delivery
1.0,Truck,Truck is stationary with no UAVs on board,6786.77473546,68.0,6846.77473546,68.0,Launching UAV 3,UAV Launch
1.0,Truck,Truck is stationary with no UAVs on board,6846.77473546,68.0,6876.77473546,68.0,Retrieving UAV 2,UAV Recovery
1.0,Truck,Truck is stationary with no UAVs on board,6876.77473546,68.0,6936.77473546,68.0,Launching UAV 4,UAV Launch
1.0,Truck,Truck travels with UAV(s) on board,6936.77473546,68.0,7082.64788446,58.0,Travel from node 68 to node 58,Traveling
1.0,Truck,Truck is stationary with UAV(s) on board,7082.64788446,58.0,7112.64788446,58.0,Dropping off package to Customer 58,Making Delivery
1.0,Truck,Truck travels with UAV(s) on board,7112.64788446,58.0,7225.78039346,54.0,Travel from node 58 to node 54,Traveling
1.0,Truck,Truck is stationary with UAV(s) on board,7225.78039346,54.0,7255.78039346,54.0,Dropping off package to Customer 54,Making Delivery
1.0,Truck,Truck travels with UAV(s) on board,7255.78039346,54.0,7345.51253346,97.0,Travel from node 54 to node 97,Traveling
1.0,Truck,Truck is stationary with UAV(s) on board,7345.51253346,97.0,7375.51253346,97.0,Dropping off package to Customer 97,Making Delivery
1.0,Truck,Truck travels with UAV(s) on board,7375.51253346,97.0,7455.38449946,34.0,Travel from node 97 to node 34,Traveling
1.0,Truck,Truck is stationary with UAV(s) on board,7455.38449946,34.0,7485.38449946,34.0,Retrieving UAV 4,UAV Recovery
1.0,Truck,Truck is stationary with UAV(s) on board,7485.38449946,34.0,7515.38449946,34.0,Dropping off package to Customer 34,Making Delivery
1.0,Truck,Truck is stationary with UAV(s) on board,7515.38449946,34.0,7575.38449946,34.0,Launching UAV 4,UAV Launch
1.0,Truck,Truck is stationary with UAV(s) on board,7575.38449946,34.0,7635.38449946,34.0,Launching UAV 2,UAV Launch
1.0,Truck,Truck travels with no UAVs on board,7635.38449946,34.0,7773.53715546,79.0,Travel from node 34 to node 79,Traveling
1.0,Truck,Truck is stationary with no UAVs on board,7773.53715546,79.0,7803.53715546,79.0,Retrieving UAV 3,UAV Recovery
1.0,Truck,Truck is stationary with no UAVs on board,7803.53715546,79.0,7833.53715546,79.0,Dropping off package to Customer 79,Making Delivery
1.0,Truck,Truck travels with UAV(s) on board,7833.53715546,79.0,7864.64051246,74.0,Travel from node 79 to node 74,Traveling
1.0,Truck,Truck is stationary with UAV(s) on board,7864.64051246,74.0,7894.64051246,74.0,Dropping off package to Customer 74,Making Delivery
1.0,Truck,Truck is stationary with UAV(s) on board,7894.64051246,74.0,7954.64051246,74.0,Launching UAV 3,UAV Launch
1.0,Truck,Truck travels with no UAVs on board,7954.64051246,74.0,8254.06691646,50.0,Travel from node 74 to node 50,Traveling
1.0,Truck,Truck is stationary with no UAVs on board,8254.06691646,50.0,8284.06691646,50.0,Retrieving UAV 4,UAV Recovery
1.0,Truck,Truck is stationary with no UAVs on board,8284.06691646,50.0,8314.06691646,50.0,Dropping off package to Customer 50,Making Delivery
1.0,Truck,Truck is stationary with no UAVs on board,8314.06691646,50.0,8344.06691646,50.0,Retrieving UAV 2,UAV Recovery
1.0,Truck,Truck is stationary with no UAVs on board,8344.06691646,50.0,8404.06691646,50.0,Launching UAV 2,UAV Launch
1.0,Truck,Truck is stationary with no UAVs on board,8404.06691646,50.0,8464.06691646,50.0,Launching UAV 4,UAV Launch
1.0,Truck,Truck travels with no UAVs on board,8464.06691646,50.0,8664.14060846,71.0,Travel from node 50 to node 71,Traveling
1.0,Truck,Truck is stationary with no UAVs on board,8664.14060846,71.0,8694.14060846,71.0,Dropping off package to Customer 71,Making Delivery
1.0,Truck,Truck travels with no UAVs on board,8694.14060846,71.0,8904.07970746,22.0,Travel from node 71 to node 22,Traveling
1.0,Truck,Truck is stationary with no UAVs on board,8904.07970746,22.0,8934.07970746,22.0,Retrieving UAV 3,UAV Recovery
1.0,Truck,Truck is stationary with no UAVs on board,8934.07970746,22.0,8964.07970746,22.0,Retrieving UAV 2,UAV Recovery
1.0,Truck,Truck is stationary with no UAVs on board,8964.07970746,22.0,8994.07970746,22.0,Retrieving UAV 4,UAV Recovery
1.0,Truck,Truck is stationary with no UAVs on board,8994.07970746,22.0,9024.07970746,22.0,Dropping off package to Customer 22,Making Delivery
1.0,Truck,Truck travels with UAV(s) on board,9024.07970746,22.0,9265.44894146,83.0,Travel from node 22 to node 83,Traveling
1.0,Truck,Truck is stationary with UAV(s) on board,9265.44894146,83.0,9295.44894146,83.0,Dropping off package to Customer 83,Making Delivery
1.0,Truck,Truck is stationary with UAV(s) on board,9295.44894146,83.0,9355.44894146,83.0,Launching UAV 4,UAV Launch
1.0,Truck,Truck is stationary with UAV(s) on board,9355.44894146,83.0,9415.44894146,83.0,Launching UAV 2,UAV Launch
1.0,Truck,Truck travels with UAV(s) on board,9415.44894146,83.0,9789.61087446,82.0,Travel from node 83 to node 82,Traveling
1.0,Truck,Truck is stationary with UAV(s) on board,9789.61087446,82.0,9819.61087446,82.0,Dropping off package to Customer 82,Making Delivery
1.0,Truck,Truck is stationary with UAV(s) on board,9819.61087446,82.0,9879.61087446,82.0,Launching UAV 3,UAV Launch
1.0,Truck,Truck travels with no UAVs on board,9879.61087446,82.0,10003.6671735,56.0,Travel from node 82 to node 56,Traveling
1.0,Truck,Truck is stationary with no UAVs on board,10003.6671735,56.0,10033.6671735,56.0,Retrieving UAV 2,UAV Recovery
1.0,Truck,Truck is stationary with no UAVs on board,10033.6671735,56.0,10063.6671735,56.0,Dropping off package to Customer 56,Making Delivery
1.0,Truck,Truck is stationary with no UAVs on board,10063.6671735,56.0,10123.6671735,56.0,Launching UAV 2,UAV Launch
1.0,Truck,Truck travels with no UAVs on board,10123.6671735,56.0,10263.4648395,70.0,Travel from node 56 to node 70,Traveling
1.0,Truck,Truck is stationary with no UAVs on board,10263.4648395,70.0,10293.4648395,70.0,Retrieving UAV 4,UAV Recovery
1.0,Truck,Truck is stationary with no UAVs on board,10293.4648395,70.0,10323.4648395,70.0,Dropping off package to Customer 70,Making Delivery
1.0,Truck,Truck is stationary with no UAVs on board,10323.4648395,70.0,10383.4648395,70.0,Launching UAV 4,UAV Launch
1.0,Truck,Truck travels with no UAVs on board,10383.4648395,70.0,10613.4397185,77.0,Travel from node 70 to node 77,Traveling
1.0,Truck,Truck is stationary with no UAVs on board,10613.4397185,77.0,10643.4397185,77.0,Retrieving UAV 3,UAV Recovery
1.0,Truck,Truck is stationary with no UAVs on board,10643.4397185,77.0,10673.4397185,77.0,Dropping off package to Customer 77,Making Delivery
1.0,Truck,Truck is stationary with no UAVs on board,10673.4397185,77.0,10733.4397185,77.0,Launching UAV 3,UAV Launch
1.0,Truck,Truck travels with no UAVs on board,10733.4397185,77.0,11542.8320255,17.0,Travel from node 77 to node 17,Traveling
1.0,Truck,Truck is stationary with no UAVs on board,11542.8320255,17.0,11572.8320255,17.0,Retrieving UAV 2,UAV Recovery
1.0,Truck,Truck is stationary with no UAVs on board,11572.8320255,17.0,11602.8320255,17.0,Dropping off package to Customer 17,Making Delivery
1.0,Truck,Truck is stationary with no UAVs on board,11602.8320255,17.0,11662.8320255,17.0,Launching UAV 2,UAV Launch
1.0,Truck,Truck travels with no UAVs on board,11662.8320255,17.0,11666.4040905,3.0,Travel from node 17 to node 3,Traveling
1.0,Truck,Truck is stationary with no UAVs on board,11666.4040905,3.0,11696.4040905,3.0,Retrieving UAV 4,UAV Recovery
1.0,Truck,Truck is stationary with no UAVs on board,11696.4040905,3.0,11726.4040905,3.0,Dropping off package to Customer 3,Making Delivery
1.0,Truck,Truck is stationary with no UAVs on board,11726.4040905,3.0,11786.4040905,3.0,Launching UAV 4,UAV Launch
1.0,Truck,Truck travels with no UAVs on board,11786.4040905,3.0,12065.3832655,69.0,Travel from node 3 to node 69,Traveling
1.0,Truck,Truck is stationary with no UAVs on board,12065.3832655,69.0,12095.3832655,69.0,Dropping off package to Customer 69,Making Delivery
1.0,Truck,Truck travels with no UAVs on board,12095.3832655,69.0,12194.4397335,87.0,Travel from node 69 to node 87,Traveling
1.0,Truck,Truck is stationary with no UAVs on board,12194.4397335,87.0,12224.4397335,87.0,Retrieving UAV 3,UAV Recovery
1.0,Truck,Truck is stationary with no UAVs on board,12224.4397335,87.0,12254.4397335,87.0,Retrieving UAV 2,UAV Recovery
1.0,Truck,Truck is stationary with no UAVs on board,12254.4397335,87.0,12284.4397335,87.0,Dropping off package to Customer 87,Making Delivery
