% nodeID, nodeType, latDeg, lonDeg, altMeters, parcelWtLbs 
0, 0, 47.478902, -122.142287, 0.000000, -1.000000 
1, 1, 47.560721, -122.368143, 0.000000, 100.000000 
2, 1, 47.570005, -122.403823, 0.000000, 3.000000 
3, 1, 47.613733, -122.198897, 0.000000, 2.000000 
4, 1, 47.631950, -122.367074, 0.000000, 2.000000 
5, 1, 47.632096, -122.139383, 0.000000, 100.000000 
6, 1, 47.575578, -122.334046, 0.000000, 3.000000 
7, 1, 47.594504, -122.315103, 0.000000, 4.000000 
8, 1, 47.642962, -122.390264, 0.000000, 3.000000 
9, 1, 47.479461, -122.181738, 0.000000, 5.000000 
10, 1, 47.614109, -122.118202, 0.000000, 5.000000 
11, 1, 47.477546, -122.333848, 0.000000, 100.000000 
12, 1, 47.689824, -122.290198, 0.000000, 4.000000 
13, 1, 47.643831, -122.153486, 0.000000, 4.000000 
14, 1, 47.531485, -122.288236, 0.000000, 3.000000 
15, 1, 47.528224, -122.288044, 0.000000, 2.000000 
16, 1, 47.637690, -122.388145, 0.000000, 5.000000 
17, 1, 47.613856, -122.199416, 0.000000, 100.000000 
18, 1, 47.615044, -122.171311, 0.000000, 1.000000 
19, 1, 47.495811, -122.116420, 0.000000, 3.000000 
20, 1, 47.663775, -122.126061, 0.000000, 100.000000 
21, 1, 47.571418, -122.340162, 0.000000, 5.000000 
22, 1, 47.703472, -122.361807, 0.000000, 4.000000 
23, 1, 47.621326, -122.346956, 0.000000, 100.000000 
24, 1, 47.565868, -122.122348, 0.000000, 4.000000 
25, 1, 47.621079, -122.321094, 0.000000, 1.000000 
26, 1, 47.662843, -122.191170, 0.000000, 4.000000 
27, 1, 47.649716, -122.131972, 0.000000, 4.000000 
28, 1, 47.681649, -122.400492, 0.000000, 1.000000 
29, 1, 47.492847, -122.338110, 0.000000, 2.000000 
30, 1, 47.618344, -122.122890, 0.000000, 3.000000 
31, 1, 47.535240, -122.194943, 0.000000, 5.000000 
