% from location i, to location j, time [sec], distance [meters] 
0, 0, 0.000000, 0.000000 
0, 1, 648.346370, 11653.771234 
0, 2, 688.709820, 12178.070464 
0, 3, 369.688445, 6128.873526 
0, 4, 687.366215, 10464.475823 
0, 5, 998.138224, 15821.744986 
0, 6, 886.953976, 13450.225513 
0, 7, 683.204682, 12107.206959 
0, 8, 897.062606, 17774.964530 
0, 9, 942.627526, 15449.895077 
0, 10, 499.136332, 8017.528355 
0, 11, 775.743724, 13767.338722 
0, 12, 598.463180, 9308.714009 
0, 13, 964.749002, 15701.914466 
0, 14, 890.762613, 17665.082988 
0, 15, 754.716411, 13810.505518 
0, 16, 341.067930, 5755.078441 
0, 17, 368.819844, 6116.835668 
0, 18, 537.238996, 8516.098894 
0, 19, 817.241384, 14308.800286 
0, 20, 820.826054, 13420.525713 
0, 21, 717.288538, 13003.321620 
0, 22, 688.344301, 12581.615066 
0, 23, 588.337578, 9180.878244 
0, 24, 614.593857, 9553.861604 
0, 25, 684.934217, 10885.430786 
0, 26, 640.809452, 10243.347963 
0, 27, 513.330887, 6944.792246 
0, 28, 727.820625, 10991.720318 
0, 29, 504.374576, 6628.126843 
0, 30, 673.763017, 12429.137414 
0, 31, 829.412839, 12787.779605 
0, 32, 812.225565, 12508.101839 
0, 33, 827.101711, 12749.279203 
0, 34, 883.969648, 13432.067763 
0, 35, 433.144447, 6954.100068 
0, 36, 680.653712, 10837.041408 
0, 37, 858.685582, 14734.711621 
0, 38, 23.048247, 304.274028 
0, 39, 47.088819, 618.790864 
0, 40, 491.929833, 7925.744476 
0, 41, 841.707272, 13734.552661 
0, 42, 898.768210, 13570.839852 
0, 43, 891.245839, 14003.461032 
0, 44, 893.195202, 14612.344467 
0, 45, 940.385136, 17631.504234 
0, 46, 1252.750061, 22770.600506 
0, 47, 646.829174, 10397.868029 
0, 48, 520.923854, 8304.065324 
0, 49, 422.924001, 6820.398209 
0, 50, 898.766781, 15197.356753 
1, 0, 651.583017, 11122.028315 
1, 1, 0.000000, 0.000000 
1, 2, 76.970047, 1001.387434 
1, 3, 331.628242, 4313.457964 
1, 4, 497.355944, 6934.283840 
1, 5, 484.023355, 6807.488253 
1, 6, 356.611806, 4535.477325 
1, 7, 94.257299, 1226.824995 
1, 8, 373.516117, 6771.823843 
1, 9, 371.438722, 5578.332041 
1, 10, 320.237172, 4466.995917 
1, 11, 192.086923, 2498.180652 
1, 12, 258.779807, 3831.105556 
1, 13, 393.560198, 5830.351430 
1, 14, 367.216124, 6661.942300 
1, 15, 189.760950, 2442.488225 
1, 16, 337.894502, 5570.021304 
1, 17, 324.571656, 5608.319182 
1, 18, 364.653230, 6056.208226 
1, 19, 210.005414, 2697.243616 
1, 20, 634.607459, 11287.990394 
1, 21, 151.453394, 2254.127313 
1, 22, 127.449720, 1567.687547 
1, 23, 237.920969, 3093.707409 
1, 24, 409.871206, 5922.573134 
1, 25, 239.141566, 3102.757679 
1, 26, 77.966340, 1015.660335 
