% nodeID, nodeType, latDeg, lonDeg, altMeters, parcelWtLbs 
0, 0, 47.584956, -122.290834, 0.000000, -1.000000 
1, 1, 47.632823, -122.293641, 0.000000, 5.000000 
2, 1, 47.628660, -122.316576, 0.000000, 2.000000 
3, 1, 47.590943, -122.316650, 0.000000, 1.000000 
4, 1, 47.620288, -122.310727, 0.000000, 100.000000 
5, 1, 47.606832, -122.325909, 0.000000, 100.000000 
6, 1, 47.623700, -122.343009, 0.000000, 2.000000 
7, 1, 47.608578, -122.340789, 0.000000, 5.000000 
8, 1, 47.610426, -122.291044, 0.000000, 4.000000 
9, 1, 47.595399, -122.296452, 0.000000, 5.000000 
10, 1, 47.615799, -122.331911, 0.000000, 3.000000 
11, 1, 47.609308, -122.335313, 0.000000, 5.000000 
12, 1, 47.631722, -122.346200, 0.000000, 2.000000 
13, 1, 47.633158, -122.349088, 0.000000, 100.000000 
14, 1, 47.584500, -122.316443, 0.000000, 2.000000 
15, 1, 47.642743, -122.318355, 0.000000, 2.000000 
16, 1, 47.637631, -122.328356, 0.000000, 5.000000 
17, 1, 47.601282, -122.302153, 0.000000, 1.000000 
18, 1, 47.592879, -122.299910, 0.000000, 5.000000 
19, 1, 47.613492, -122.310814, 0.000000, 5.000000 
20, 1, 47.634057, -122.294644, 0.000000, 4.000000 
21, 1, 47.618751, -122.286898, 0.000000, 4.000000 
22, 1, 47.604228, -122.338553, 0.000000, 4.000000 
23, 1, 47.619100, -122.349651, 0.000000, 5.000000 
24, 1, 47.618496, -122.325602, 0.000000, 100.000000 
25, 1, 47.641152, -122.324664, 0.000000, 1.000000 
26, 1, 47.604932, -122.322636, 0.000000, 3.000000 
27, 1, 47.586536, -122.315459, 0.000000, 100.000000 
28, 1, 47.605437, -122.287274, 0.000000, 3.000000 
29, 1, 47.618959, -122.309481, 0.000000, 100.000000 
30, 1, 47.626978, -122.317429, 0.000000, 2.000000 
31, 1, 47.586406, -122.304132, 0.000000, 5.000000 
32, 1, 47.627952, -122.327634, 0.000000, 4.000000 
33, 1, 47.600541, -122.330929, 0.000000, 1.000000 
34, 1, 47.639022, -122.278466, 0.000000, 5.000000 
35, 1, 47.605524, -122.341966, 0.000000, 2.000000 
36, 1, 47.640250, -122.317007, 0.000000, 5.000000 
37, 1, 47.603139, -122.322534, 0.000000, 4.000000 
38, 1, 47.590532, -122.300240, 0.000000, 3.000000 
39, 1, 47.638326, -122.319017, 0.000000, 1.000000 
40, 1, 47.631880, -122.311917, 0.000000, 100.000000 
41, 1, 47.608220, -122.342334, 0.000000, 4.000000 
42, 1, 47.602432, -122.328911, 0.000000, 5.000000 
43, 1, 47.643676, -122.316258, 0.000000, 1.000000 
44, 1, 47.639542, -122.304590, 0.000000, 100.000000 
45, 1, 47.598985, -122.333551, 0.000000, 5.000000 
46, 1, 47.624457, -122.310465, 0.000000, 3.000000 
47, 1, 47.589752, -122.307985, 0.000000, 2.000000 
48, 1, 47.621763, -122.330439, 0.000000, 5.000000 
49, 1, 47.628673, -122.304666, 0.000000, 3.000000 
50, 1, 47.635909, -122.280273, 0.000000, 2.000000 
