% nodeID, nodeType, latDeg, lonDeg, altMeters, parcelWtLbs 
0, 0, 47.586481, -122.234410, 0.000000, -1.000000 
1, 1, 47.580799, -122.149796, 0.000000, 5.000000 
2, 1, 47.688715, -122.335994, 0.000000, 100.000000 
3, 1, 47.475269, -122.303575, 0.000000, 3.000000 
4, 1, 47.657800, -122.364002, 0.000000, 2.000000 
5, 1, 47.681451, -122.380005, 0.000000, 100.000000 
6, 1, 47.703207, -122.333746, 0.000000, 5.000000 
7, 1, 47.670668, -122.297387, 0.000000, 4.000000 
8, 1, 47.693950, -122.396943, 0.000000, 100.000000 
9, 1, 47.571223, -122.310326, 0.000000, 5.000000 
10, 1, 47.677678, -122.308760, 0.000000, 5.000000 
11, 1, 47.666410, -122.134818, 0.000000, 100.000000 
12, 1, 47.490005, -122.229809, 0.000000, 100.000000 
13, 1, 47.604981, -122.328318, 0.000000, 4.000000 
14, 1, 47.480031, -122.165925, 0.000000, 3.000000 
15, 1, 47.670799, -122.308411, 0.000000, 3.000000 
16, 1, 47.693048, -122.146661, 0.000000, 2.000000 
17, 1, 47.506845, -122.374650, 0.000000, 100.000000 
18, 1, 47.627933, -122.322362, 0.000000, 100.000000 
19, 1, 47.559376, -122.287753, 0.000000, 5.000000 
20, 1, 47.585200, -122.139542, 0.000000, 4.000000 
21, 1, 47.573911, -122.387416, 0.000000, 100.000000 
22, 1, 47.497846, -122.174610, 0.000000, 5.000000 
23, 1, 47.666141, -122.292186, 0.000000, 3.000000 
24, 1, 47.501290, -122.346424, 0.000000, 2.000000 
25, 1, 47.501931, -122.282675, 0.000000, 2.000000 
26, 1, 47.571488, -122.364175, 0.000000, 2.000000 
27, 1, 47.668158, -122.174510, 0.000000, 1.000000 
28, 1, 47.626031, -122.227928, 0.000000, 2.000000 
29, 1, 47.672879, -122.163939, 0.000000, 5.000000 
30, 1, 47.593033, -122.151909, 0.000000, 100.000000 
31, 1, 47.557365, -122.380209, 0.000000, 100.000000 
32, 1, 47.665625, -122.305458, 0.000000, 4.000000 
33, 1, 47.516394, -122.370736, 0.000000, 4.000000 
34, 1, 47.469138, -122.308447, 0.000000, 2.000000 
35, 1, 47.651281, -122.172581, 0.000000, 4.000000 
36, 1, 47.665026, -122.334263, 0.000000, 100.000000 
37, 1, 47.671562, -122.373081, 0.000000, 4.000000 
38, 1, 47.675552, -122.328145, 0.000000, 100.000000 
39, 1, 47.491683, -122.358085, 0.000000, 100.000000 
40, 1, 47.488697, -122.302463, 0.000000, 1.000000 
41, 1, 47.505411, -122.360443, 0.000000, 5.000000 
42, 1, 47.703874, -122.140941, 0.000000, 4.000000 
43, 1, 47.659662, -122.307354, 0.000000, 2.000000 
44, 1, 47.550120, -122.212812, 0.000000, 4.000000 
45, 1, 47.688456, -122.395030, 0.000000, 1.000000 
46, 1, 47.686422, -122.105988, 0.000000, 1.000000 
47, 1, 47.640579, -122.257441, 0.000000, 3.000000 
48, 1, 47.488709, -122.178681, 0.000000, 3.000000 
49, 1, 47.676091, -122.405516, 0.000000, 5.000000 
50, 1, 47.676959, -122.332803, 0.000000, 2.000000 
