% nodeID, nodeType, latDeg, lonDeg, altMeters, parcelWtLbs 
0, 0, 47.667173, -122.125434, 0.000000, -1.000000 
1, 1, 47.536029, -122.223130, 0.000000, 3.000000 
2, 1, 47.484851, -122.335471, 0.000000, 4.000000 
3, 1, 47.495917, -122.325099, 0.000000, 2.000000 
4, 1, 47.562450, -122.392159, 0.000000, 2.000000 
5, 1, 47.641328, -122.289474, 0.000000, 100.000000 
6, 1, 47.475860, -122.257071, 0.000000, 4.000000 
7, 1, 47.617406, -122.196725, 0.000000, 5.000000 
8, 1, 47.673149, -122.105190, 0.000000, 5.000000 
9, 1, 47.660596, -122.299484, 0.000000, 3.000000 
10, 1, 47.492380, -122.279341, 0.000000, 2.000000 
11, 1, 47.693519, -122.361613, 0.000000, 3.000000 
12, 1, 47.666215, -122.169408, 0.000000, 1.000000 
13, 1, 47.520889, -122.341510, 0.000000, 100.000000 
14, 1, 47.612085, -122.142824, 0.000000, 1.000000 
15, 1, 47.701022, -122.327391, 0.000000, 4.000000 
16, 1, 47.626255, -122.109103, 0.000000, 2.000000 
17, 1, 47.484730, -122.327572, 0.000000, 4.000000 
18, 1, 47.616952, -122.109552, 0.000000, 1.000000 
19, 1, 47.667145, -122.156633, 0.000000, 5.000000 
20, 1, 47.559123, -122.266930, 0.000000, 4.000000 
21, 1, 47.592495, -122.113670, 0.000000, 3.000000 
22, 1, 47.514785, -122.252470, 0.000000, 100.000000 
23, 1, 47.573274, -122.224259, 0.000000, 5.000000 
24, 1, 47.540707, -122.269701, 0.000000, 3.000000 
25, 1, 47.683977, -122.127549, 0.000000, 2.000000 
26, 1, 47.680021, -122.248865, 0.000000, 1.000000 
27, 1, 47.496944, -122.129796, 0.000000, 100.000000 
28, 1, 47.608423, -122.198812, 0.000000, 4.000000 
29, 1, 47.616157, -122.232888, 0.000000, 100.000000 
30, 1, 47.661667, -122.195915, 0.000000, 3.000000 
31, 1, 47.553282, -122.131123, 0.000000, 5.000000 
32, 1, 47.546831, -122.305935, 0.000000, 5.000000 
33, 1, 47.569250, -122.118842, 0.000000, 4.000000 
34, 1, 47.581095, -122.328241, 0.000000, 4.000000 
35, 1, 47.539267, -122.322089, 0.000000, 2.000000 
36, 1, 47.683864, -122.285212, 0.000000, 1.000000 
37, 1, 47.606867, -122.285186, 0.000000, 3.000000 
38, 1, 47.644177, -122.202453, 0.000000, 5.000000 
39, 1, 47.475512, -122.200515, 0.000000, 1.000000 
40, 1, 47.710547, -122.181900, 0.000000, 5.000000 
41, 1, 47.565950, -122.110873, 0.000000, 5.000000 
42, 1, 47.674321, -122.347162, 0.000000, 4.000000 
43, 1, 47.675532, -122.279530, 0.000000, 100.000000 
44, 1, 47.512626, -122.257048, 0.000000, 4.000000 
45, 1, 47.606710, -122.130501, 0.000000, 2.000000 
46, 1, 47.636007, -122.137696, 0.000000, 100.000000 
47, 1, 47.533306, -122.127443, 0.000000, 2.000000 
48, 1, 47.490300, -122.345864, 0.000000, 2.000000 
49, 1, 47.688779, -122.180376, 0.000000, 100.000000 
50, 1, 47.684764, -122.131943, 0.000000, 1.000000 
