% from location i, to location j, time [sec], distance [meters] 
0, 0, 0.000000, 0.000000 
0, 1, 1247.027471, 24495.004544 
0, 2, 1806.938605, 37781.470052 
0, 3, 1400.998560, 23958.230026 
0, 4, 577.705218, 7882.765459 
0, 5, 481.549162, 6461.531201 
0, 6, 1466.870865, 27498.134108 
0, 7, 1451.814757, 31158.749548 
0, 8, 1279.246084, 24620.009043 
0, 9, 154.780741, 1980.052233 
0, 10, 1641.517073, 27043.229197 
0, 11, 1414.752777, 29398.585209 
0, 12, 1192.116447, 23261.928518 
0, 13, 1361.137756, 23488.291715 
0, 14, 1257.015586, 27793.614757 
0, 15, 1441.374118, 30006.110323 
0, 16, 1137.806624, 23845.815689 
0, 17, 1557.279380, 31248.847929 
0, 18, 1152.344843, 21396.445348 
0, 19, 1527.450324, 32112.212593 
0, 20, 630.042238, 9224.015131 
0, 21, 1350.930496, 25683.358480 
0, 22, 1238.488387, 24338.902413 
0, 23, 291.587301, 4002.131770 
0, 24, 687.730152, 13047.150622 
0, 25, 806.898805, 10741.701091 
1, 0, 1276.336439, 25157.586876 
1, 1, 0.000000, 0.000000 
1, 2, 1338.353064, 25258.907854 
1, 3, 1567.586670, 32081.196836 
1, 4, 967.394440, 15048.695249 
1, 5, 932.825458, 18743.205528 
1, 6, 1424.915211, 27633.884668 
1, 7, 1164.436562, 23788.192755 
1, 8, 87.587181, 1152.728005 
1, 9, 1381.212903, 26410.051132 
1, 10, 1730.394052, 36194.102839 
1, 11, 797.440575, 14092.677528 
1, 12, 292.252617, 3953.744921 
1, 13, 1541.213430, 27505.595446 
1, 14, 788.430045, 15271.052560 
1, 15, 1153.995924, 22635.553530 
1, 16, 669.221082, 11323.253491 
1, 17, 882.887774, 11696.574398 
1, 18, 1332.420517, 25413.749079 
1, 19, 1240.072130, 24741.655801 
1, 20, 1086.137783, 20726.093779 
1, 21, 1531.006170, 29700.662211 
1, 22, 427.348063, 5591.727240 
1, 23, 1042.114273, 21036.074115 
1, 24, 727.692182, 13230.599917 
1, 25, 1042.689416, 15679.198587 
2, 0, 1856.836014, 42209.254715 
2, 1, 1380.802882, 29190.519921 
2, 2, 0.000000, 0.000000 
2, 3, 1181.707134, 26249.350078 
2, 4, 1623.860566, 34175.155757 
2, 5, 1513.325032, 35794.873367 
2, 6, 1132.637633, 21635.091567 
2, 7, 872.158985, 17789.399655 
2, 8, 1413.021495, 29315.524420 
2, 9, 1961.712477, 43461.718970 
2, 10, 1344.514516, 30362.256081 
2, 11, 927.615598, 17810.616734 
2, 12, 1325.891858, 27957.443895 
2, 13, 1213.239596, 26661.641403 
2, 14, 742.882616, 16373.325268 
2, 15, 855.372257, 16326.600487 
2, 16, 940.285285, 15516.803176 
2, 17, 936.856377, 17446.107131 
2, 18, 1110.994327, 23417.367247 
2, 19, 947.794552, 18742.862700 
2, 20, 1666.637358, 37777.761618 
2, 21, 1157.071244, 24939.148944 
2, 22, 988.264529, 21546.196307 
2, 23, 1622.613848, 38087.741954 
