% nodeID, nodeType, latDeg, lonDeg, altMeters, parcelWtLbs 
0, 0, 47.577182, -122.238630, 0.000000, -1.000000 
1, 1, 47.673699, -122.271548, 0.000000, 4.000000 
2, 1, 47.683116, -122.392336, 0.000000, 4.000000 
3, 1, 47.478664, -122.223893, 0.000000, 2.000000 
4, 1, 47.619711, -122.338557, 0.000000, 4.000000 
5, 1, 47.497960, -122.222997, 0.000000, 1.000000 
6, 1, 47.605839, -122.184976, 0.000000, 4.000000 
7, 1, 47.578398, -122.204152, 0.000000, 4.000000 
8, 1, 47.616097, -122.230520, 0.000000, 100.000000 
9, 1, 47.632510, -122.132789, 0.000000, 1.000000 
10, 1, 47.569365, -122.390120, 0.000000, 3.000000 
11, 1, 47.640057, -122.153590, 0.000000, 3.000000 
12, 1, 47.512466, -122.183825, 0.000000, 3.000000 
13, 1, 47.694973, -122.322750, 0.000000, 100.000000 
14, 1, 47.643479, -122.391277, 0.000000, 1.000000 
15, 1, 47.488094, -122.263486, 0.000000, 100.000000 
16, 1, 47.631362, -122.239288, 0.000000, 2.000000 
17, 1, 47.620069, -122.117357, 0.000000, 1.000000 
18, 1, 47.512706, -122.185744, 0.000000, 5.000000 
19, 1, 47.693565, -122.167562, 0.000000, 2.000000 
20, 1, 47.637641, -122.150450, 0.000000, 5.000000 
21, 1, 47.681001, -122.134993, 0.000000, 5.000000 
22, 1, 47.575556, -122.295260, 0.000000, 1.000000 
23, 1, 47.550516, -122.191448, 0.000000, 2.000000 
24, 1, 47.578999, -122.118637, 0.000000, 4.000000 
25, 1, 47.611224, -122.191151, 0.000000, 3.000000 
