% from location i, to location j, time [sec], distance [meters] 
0, 0, 0.000000, 0.000000 
0, 1, 508.282319, 6600.798385 
0, 2, 988.633458, 15254.256772 
0, 3, 221.102238, 2647.404498 
0, 4, 982.243022, 12765.039963 
0, 5, 326.882965, 4209.658742 
0, 6, 743.306954, 12263.402123 
0, 7, 821.670350, 11131.653540 
0, 8, 893.052443, 16537.766980 
0, 9, 1047.182109, 18535.516967 
0, 10, 1042.932512, 16658.683855 
0, 11, 856.687842, 13073.879668 
0, 12, 1139.161107, 19568.786805 
0, 13, 1197.526625, 19584.010284 
0, 14, 1244.180200, 21276.512123 
0, 15, 330.847889, 4294.006885 
0, 16, 302.070269, 3799.875926 
0, 17, 872.794307, 17148.572472 
0, 18, 1125.922585, 22333.261123 
0, 19, 845.396623, 16097.803062 
0, 20, 792.217648, 10686.638584 
0, 21, 894.072533, 12028.811778 
0, 22, 908.367206, 11931.699380 
0, 23, 902.470263, 16971.713110 
0, 24, 836.055927, 11828.238661 
0, 25, 1024.929726, 21004.483297 
0, 26, 949.142119, 17499.522717 
0, 27, 884.369129, 15600.326946 
0, 28, 1131.762203, 22567.956478 
0, 29, 1119.822485, 18719.624290 
0, 30, 782.484209, 10634.222417 
0, 31, 527.650228, 7071.684692 
0, 32, 790.171505, 12339.139019 
0, 33, 696.055269, 9718.639770 
0, 34, 578.364871, 7613.158650 
0, 35, 251.187944, 3220.709876 
0, 36, 990.130479, 15748.546771 
0, 37, 1371.128310, 25516.142881 
0, 38, 919.135776, 13808.808250 
0, 39, 1130.724345, 20751.525975 
0, 40, 501.427618, 6539.058129 
0, 41, 710.855387, 9811.252491 
0, 42, 1107.316128, 20404.472128 
0, 43, 1232.461408, 19091.938440 
0, 44, 692.634881, 11551.944258 
0, 45, 703.452964, 12921.553415 
0, 46, 1027.231097, 14099.840406 
0, 47, 1321.198012, 24871.176853 
0, 48, 998.676739, 20804.999755 
0, 49, 251.257180, 3111.359172 
0, 50, 1181.925381, 21372.222141 
1, 0, 507.740811, 6607.222155 
1, 1, 0.000000, 0.000000 
1, 2, 666.990068, 9757.159843 
1, 3, 622.043300, 10064.272453 
1, 4, 699.782540, 9677.371440 
1, 5, 691.074362, 12864.137579 
1, 6, 324.008335, 4459.957409 
1, 7, 970.600886, 17576.531011 
1, 8, 925.514508, 17008.500414 
1, 9, 1079.644175, 19006.250401 
1, 10, 623.633894, 8855.239141 
1, 11, 1005.618378, 19518.757140 
1, 12, 1283.250645, 25478.291840 
1, 13, 1341.616163, 25493.515319 
1, 14, 1388.269738, 27186.017158 
1, 15, 257.653569, 3357.440255 
1, 16, 367.369675, 6542.240851 
1, 17, 905.256372, 17619.305906 
1, 18, 1158.384651, 22803.994557 
1, 19, 877.858688, 16568.536496 
1, 20, 919.456284, 16830.292431 
1, 21, 923.483781, 13904.517045 
1, 22, 954.414461, 18134.140161 
1, 23, 875.967072, 18666.665040 
1, 24, 863.209798, 13486.079857 
1, 25, 733.314931, 13937.921312 
1, 26, 922.638928, 19194.474647 
1, 27, 857.865938, 17295.278875 
1, 28, 840.147408, 15501.394492 
1, 29, 1093.319294, 20414.576219 
1, 30, 811.895457, 12509.927684 
1, 31, 557.061476, 8947.389959 
1, 32, 468.528115, 6842.042090 
1, 33, 345.657775, 5011.457195 
1, 34, 602.648056, 9449.441798 
1, 35, 266.660043, 3470.573759 
1, 36, 614.511165, 8003.518697 
1, 37, 1331.057147, 27020.666652 
1, 38, 1068.066312, 20253.685722 
1, 39, 1163.186411, 21222.259409 
1, 40, 165.868912, 2186.520324 
1, 41, 740.266635, 11686.957758 
1, 42, 688.017509, 12601.027414 
1, 43, 1349.071913, 23869.136705 
1, 44, 666.131690, 13246.896187 
1, 45, 676.949774, 14616.505344 
1, 46, 717.107451, 9916.217857 
1, 47, 1331.750418, 26940.354893 
1, 48, 1031.138804, 21275.733189 
1, 49, 480.190137, 8389.788024 
1, 50, 762.626762, 13568.777428 
2, 0, 949.465827, 14029.559688 
2, 1, 651.096851, 9746.622571 
2, 2, 0.000000, 0.000000 
2, 3, 1014.589410, 16446.881774 
2, 4, 1146.334235, 19845.994148 
2, 5, 1083.620471, 19246.746901 
2, 6, 697.180302, 10280.538771 
2, 7, 1363.146996, 23959.140332 
2, 8, 1334.846226, 24996.815662 
2, 9, 1488.975892, 26994.565649 
2, 10, 567.458422, 7605.811659 
2, 11, 1398.164487, 25901.366461 
2, 12, 1680.637753, 32396.273597 
2, 13, 1739.003271, 32411.497077 
2, 14, 1785.656846, 34103.998916 
2, 15, 812.070763, 11844.634304 
2, 16, 759.915784, 12924.850172 
2, 17, 1314.588090, 25607.621154 
2, 18, 1555.352250, 32291.274586 
2, 19, 1287.190406, 24556.851744 
2, 20, 1312.002393, 23212.901752 
2, 21, 1240.063339, 18212.333696 
2, 22, 1346.960571, 24516.749482 
2, 23, 1268.513182, 25049.274361 
2, 24, 1182.046732, 18011.760579 
2, 25, 1089.221885, 21299.476276 
2, 26, 1315.185038, 25577.083968 
2, 27, 1250.412048, 23677.888196 
2, 28, 1196.054362, 22862.949456 
2, 29, 1485.865403, 26797.185540 
2, 30, 1128.475014, 16817.744335 
2, 31, 873.641033, 13255.206611 
2, 32, 355.964356, 4662.420542 
2, 33, 878.832328, 14262.088151 
2, 34, 924.355676, 13796.680569 
2, 35, 742.301356, 10933.420722 
2, 36, 402.335110, 5246.055369 
2, 37, 1686.964101, 34382.221616 
2, 38, 1460.612421, 26636.295043 
2, 39, 1572.518128, 29210.574657 
2, 40, 621.356655, 9387.370881 
2, 41, 1056.846192, 15994.774409 
2, 42, 1016.697836, 16444.082426 
2, 43, 1758.403630, 31857.451953 
2, 44, 1058.677800, 19629.505508 
2, 45, 1069.495883, 20999.114666 
2, 46, 1112.792140, 20743.540220 
2, 47, 1687.657372, 34301.909857 
2, 48, 1440.470522, 29264.048437 
2, 49, 872.736246, 14772.397346 
2, 50, 1091.307089, 17411.832440 
3, 0, 221.102238, 2647.404498 
3, 1, 625.946739, 9341.768904 
3, 2, 1014.142676, 15471.751432 
3, 3, 0.000000, 0.000000 
3, 4, 1107.551294, 19768.495830 
3, 5, 143.370321, 1776.138308 
3, 6, 768.816171, 12480.896782 
3, 7, 638.157706, 8698.133106 
3, 8, 1025.168531, 18125.573428 
3, 9, 1179.298197, 20123.323414 
3, 10, 1068.441730, 16876.178515 
3, 11, 673.175198, 10640.359234 
3, 12, 955.648464, 17135.266371 
3, 13, 1014.013982, 17150.489850 
3, 14, 1060.667556, 18842.991689 
3, 15, 527.996185, 6453.569059 
3, 16, 282.420004, 3499.396634 
3, 17, 1004.910395, 18736.378920 
3, 18, 1258.038673, 23921.067570 
3, 19, 977.512711, 17685.609510 
3, 20, 608.705004, 8253.118150 
3, 21, 849.651436, 10734.016737 
3, 22, 724.854562, 9498.178946 
3, 23, 756.975578, 13483.222872 
3, 24, 773.906623, 10311.362038 
3, 25, 1050.438943, 21221.977957 
3, 26, 803.647434, 14011.032479 
3, 27, 738.874444, 12111.836708 
3, 28, 1157.271420, 22785.451138 
3, 29, 974.327800, 15231.134052 
3, 30, 738.063112, 9339.427376 
3, 31, 483.229131, 5776.889651 
3, 32, 815.680723, 12556.633679 
3, 33, 840.049386, 14184.589832 
3, 34, 515.248126, 6443.103601 
3, 35, 388.870926, 4880.885949 
3, 36, 1015.639697, 15966.041431 
3, 37, 1503.244397, 27103.949329 
3, 38, 735.623132, 11375.287816 
3, 39, 1237.342511, 20295.660715 
3, 40, 596.206543, 8982.517213 
3, 41, 666.434290, 8516.457450 
3, 42, 1132.825345, 20621.966788 
3, 43, 1048.948764, 16658.418006 
3, 44, 546.925133, 6997.100099 
3, 45, 557.958279, 9433.063177 
3, 46, 1074.009199, 20666.041901 
3, 47, 1453.314100, 26458.983301 
3, 48, 1130.792827, 22392.806203 
3, 49, 146.054525, 1724.560689 
3, 50, 1207.434598, 21589.716801 
4, 0, 982.243022, 12765.039963 
4, 1, 700.261183, 9528.663260 
4, 2, 1186.998124, 20104.905940 
4, 3, 1126.800539, 20836.128228 
4, 4, 0.000000, 0.000000 
4, 5, 1195.831600, 23635.993354 
4, 6, 771.687102, 12339.894730 
4, 7, 1381.850037, 26843.259071 
4, 8, 1075.824443, 18563.395721 
4, 9, 1117.823127, 19103.442940 
4, 10, 917.327836, 13015.591949 
4, 11, 1417.487027, 27895.705440 
4, 12, 1417.581656, 28436.893715 
4, 13, 1475.947174, 28452.117195 
4, 14, 1522.600749, 30144.619034 
4, 15, 652.103954, 8493.542498 
4, 16, 872.126913, 17314.096626 
4, 17, 1133.189342, 20410.961439 
4, 18, 681.365798, 9133.204254 
4, 19, 1151.178115, 19722.555205 
4, 20, 1424.213522, 27602.148205 
4, 21, 1428.241020, 24676.372820 
4, 22, 1459.171700, 28905.995936 
4, 23, 1380.724311, 29438.520814 
4, 24, 1367.967036, 24257.935631 
4, 25, 303.494433, 3994.044937 
4, 26, 1427.396167, 29966.330421 
4, 27, 1362.623177, 28067.134650 
4, 28, 368.322199, 4892.016700 
4, 29, 1598.076533, 31186.431994 
4, 30, 1316.652695, 23281.783459 
4, 31, 1061.818714, 19719.245734 
4, 32, 961.798050, 14697.992450 
4, 33, 360.183472, 4723.808241 
4, 34, 1107.405295, 20221.297573 
4, 35, 813.389602, 11221.901647 
4, 36, 928.192696, 14198.563560 
4, 37, 812.977649, 11224.151284 
4, 38, 1302.109643, 25009.056840 
4, 39, 1391.119380, 24013.914942 
4, 40, 780.142309, 13759.715845 
4, 41, 1245.023874, 22458.813533 
4, 42, 876.008110, 12065.625664 
4, 43, 1483.402923, 26827.738580 
4, 44, 1170.888929, 24018.751962 
4, 45, 1181.707012, 25388.361119 
4, 46, 156.449366, 2062.639625 
4, 47, 813.670920, 11143.839525 
4, 48, 787.150142, 12959.813334 
4, 49, 984.947375, 19161.643799 
4, 50, 717.958569, 9271.470701 
5, 0, 326.882965, 4209.658742 
5, 1, 697.836658, 10457.632749 
5, 2, 1086.032594, 16587.615277 
5, 3, 143.370321, 1776.138308 
5, 4, 1179.441212, 20884.359675 
5, 5, 0.000000, 0.000000 
5, 6, 840.706090, 13596.760628 
5, 7, 523.411215, 7302.689446 
5, 8, 1097.058450, 19241.437273 
5, 9, 1216.096342, 21274.787985 
5, 10, 1140.331648, 17992.042360 
5, 11, 558.428707, 9244.915574 
5, 12, 840.901973, 15739.822711 
5, 13, 899.267491, 15755.046190 
5, 14, 945.921066, 17447.548029 
5, 15, 636.859970, 7965.058989 
5, 16, 354.309923, 4615.260480 
5, 17, 1076.800314, 19852.242765 
5, 18, 1276.963250, 25149.110004 
5, 19, 1011.522115, 16985.979707 
5, 20, 513.840710, 7070.535638 
5, 21, 874.934507, 11267.033292 
5, 22, 629.990268, 8315.596434 
5, 23, 662.111284, 12300.640359 
5, 24, 723.457412, 9363.426961 
5, 25, 1122.328862, 22337.841803 
5, 26, 708.783140, 12828.449966 
