% nodeID, nodeType, latDeg, lonDeg, altMeters, parcelWtLbs 
0, 0, 47.678006, -122.142063, 0.000000, -1.000000 
1, 1, 47.640716, -122.279603, 0.000000, 5.000000 
2, 1, 47.532709, -122.328650, 0.000000, 4.000000 
3, 1, 47.635521, -122.393064, 0.000000, 100.000000 
4, 1, 47.655250, -122.308125, 0.000000, 1.000000 
5, 1, 47.597166, -122.321077, 0.000000, 100.000000 
6, 1, 47.493961, -122.226174, 0.000000, 1.000000 
7, 1, 47.571787, -122.351392, 0.000000, 1.000000 
8, 1, 47.661466, -122.368000, 0.000000, 2.000000 
9, 1, 47.577813, -122.133369, 0.000000, 4.000000 
10, 1, 47.510273, -122.329999, 0.000000, 100.000000 
11, 1, 47.507855, -122.280713, 0.000000, 4.000000 
12, 1, 47.491404, -122.184843, 0.000000, 5.000000 
13, 1, 47.490227, -122.203361, 0.000000, 4.000000 
14, 1, 47.572394, -122.228416, 0.000000, 4.000000 
15, 1, 47.491705, -122.163399, 0.000000, 4.000000 
16, 1, 47.568658, -122.339641, 0.000000, 4.000000 
17, 1, 47.560005, -122.173918, 0.000000, 100.000000 
18, 1, 47.582629, -122.287048, 0.000000, 3.000000 
19, 1, 47.496217, -122.225702, 0.000000, 5.000000 
20, 1, 47.553114, -122.373635, 0.000000, 4.000000 
21, 1, 47.652941, -122.384672, 0.000000, 4.000000 
22, 1, 47.653008, -122.348869, 0.000000, 4.000000 
23, 1, 47.513603, -122.394822, 0.000000, 3.000000 
24, 1, 47.624316, -122.359573, 0.000000, 2.000000 
25, 1, 47.555308, -122.291333, 0.000000, 1.000000 
26, 1, 47.510416, -122.284544, 0.000000, 1.000000 
27, 1, 47.654063, -122.349908, 0.000000, 4.000000 
28, 1, 47.550059, -122.146472, 0.000000, 2.000000 
29, 1, 47.578107, -122.320608, 0.000000, 5.000000 
30, 1, 47.490165, -122.229975, 0.000000, 100.000000 
31, 1, 47.589975, -122.228072, 0.000000, 2.000000 
32, 1, 47.588898, -122.165460, 0.000000, 1.000000 
33, 1, 47.651687, -122.313855, 0.000000, 5.000000 
34, 1, 47.666008, -122.301519, 0.000000, 1.000000 
35, 1, 47.659054, -122.295376, 0.000000, 1.000000 
36, 1, 47.531193, -122.187644, 0.000000, 4.000000 
37, 1, 47.609331, -122.165811, 0.000000, 2.000000 
38, 1, 47.552454, -122.128562, 0.000000, 100.000000 
39, 1, 47.579724, -122.148754, 0.000000, 3.000000 
40, 1, 47.618522, -122.343861, 0.000000, 1.000000 
41, 1, 47.669112, -122.113616, 0.000000, 100.000000 
42, 1, 47.667411, -122.347478, 0.000000, 4.000000 
43, 1, 47.636833, -122.227807, 0.000000, 2.000000 
44, 1, 47.537852, -122.294241, 0.000000, 100.000000 
45, 1, 47.672896, -122.254141, 0.000000, 100.000000 
46, 1, 47.617200, -122.160081, 0.000000, 4.000000 
47, 1, 47.673505, -122.320983, 0.000000, 100.000000 
48, 1, 47.544170, -122.388052, 0.000000, 4.000000 
49, 1, 47.561179, -122.386774, 0.000000, 2.000000 
50, 1, 47.685553, -122.206014, 0.000000, 2.000000 
51, 1, 47.541513, -122.389482, 0.000000, 2.000000 
52, 1, 47.671883, -122.104623, 0.000000, 3.000000 
53, 1, 47.667199, -122.333788, 0.000000, 1.000000 
54, 1, 47.626858, -122.288895, 0.000000, 4.000000 
55, 1, 47.602822, -122.302327, 0.000000, 2.000000 
56, 1, 47.536833, -122.226305, 0.000000, 100.000000 
57, 1, 47.687171, -122.210089, 0.000000, 1.000000 
58, 1, 47.536380, -122.183572, 0.000000, 5.000000 
59, 1, 47.557529, -122.167395, 0.000000, 4.000000 
60, 1, 47.553415, -122.170260, 0.000000, 3.000000 
61, 1, 47.505593, -122.244856, 0.000000, 4.000000 
62, 1, 47.655455, -122.136633, 0.000000, 100.000000 
63, 1, 47.468997, -122.204842, 0.000000, 5.000000 
64, 1, 47.620214, -122.302248, 0.000000, 4.000000 
65, 1, 47.615231, -122.112005, 0.000000, 5.000000 
66, 1, 47.515073, -122.311859, 0.000000, 100.000000 
67, 1, 47.699748, -122.277719, 0.000000, 3.000000 
68, 1, 47.666429, -122.196573, 0.000000, 1.000000 
69, 1, 47.596512, -122.181575, 0.000000, 100.000000 
70, 1, 47.660277, -122.306595, 0.000000, 3.000000 
71, 1, 47.650350, -122.388184, 0.000000, 3.000000 
72, 1, 47.478535, -122.137639, 0.000000, 4.000000 
73, 1, 47.686025, -122.371440, 0.000000, 5.000000 
74, 1, 47.613259, -122.335978, 0.000000, 4.000000 
75, 1, 47.549813, -122.183076, 0.000000, 2.000000 
76, 1, 47.690932, -122.150128, 0.000000, 4.000000 
77, 1, 47.547833, -122.259173, 0.000000, 3.000000 
78, 1, 47.587339, -122.199621, 0.000000, 2.000000 
79, 1, 47.674049, -122.267450, 0.000000, 100.000000 
80, 1, 47.553876, -122.150665, 0.000000, 5.000000 
81, 1, 47.703254, -122.329359, 0.000000, 1.000000 
82, 1, 47.551212, -122.347248, 0.000000, 1.000000 
83, 1, 47.618134, -122.183353, 0.000000, 3.000000 
84, 1, 47.692693, -122.113322, 0.000000, 2.000000 
85, 1, 47.636308, -122.112079, 0.000000, 1.000000 
86, 1, 47.644789, -122.130573, 0.000000, 5.000000 
87, 1, 47.594246, -122.339906, 0.000000, 5.000000 
88, 1, 47.516375, -122.368344, 0.000000, 1.000000 
89, 1, 47.532452, -122.148303, 0.000000, 1.000000 
90, 1, 47.631232, -122.108776, 0.000000, 5.000000 
91, 1, 47.697221, -122.195717, 0.000000, 5.000000 
92, 1, 47.709099, -122.174358, 0.000000, 5.000000 
93, 1, 47.688802, -122.293599, 0.000000, 2.000000 
94, 1, 47.687774, -122.374798, 0.000000, 4.000000 
95, 1, 47.474810, -122.174902, 0.000000, 2.000000 
96, 1, 47.613608, -122.151898, 0.000000, 4.000000 
97, 1, 47.495638, -122.205587, 0.000000, 3.000000 
98, 1, 47.560578, -122.270655, 0.000000, 4.000000 
99, 1, 47.624410, -122.339745, 0.000000, 1.000000 
100, 1, 47.626416, -122.365929, 0.000000, 4.000000 
