% nodeID, nodeType, latDeg, lonDeg, altMeters, parcelWtLbs 
0, 0, 47.476881, -122.352643, 0.000000, -1.000000 
1, 1, 47.610244, -122.204307, 0.000000, 3.000000 
2, 1, 47.616582, -122.320044, 0.000000, 100.000000 
3, 1, 47.669628, -122.186280, 0.000000, 1.000000 
4, 1, 47.521461, -122.315135, 0.000000, 100.000000 
5, 1, 47.619492, -122.320864, 0.000000, 100.000000 
6, 1, 47.538027, -122.191012, 0.000000, 5.000000 
7, 1, 47.527969, -122.384516, 0.000000, 5.000000 
8, 1, 47.575896, -122.219125, 0.000000, 3.000000 
9, 1, 47.507104, -122.244078, 0.000000, 5.000000 
10, 1, 47.683797, -122.398333, 0.000000, 2.000000 
11, 1, 47.698543, -122.309929, 0.000000, 1.000000 
12, 1, 47.589396, -122.323113, 0.000000, 2.000000 
13, 1, 47.654498, -122.200792, 0.000000, 1.000000 
14, 1, 47.585245, -122.188991, 0.000000, 4.000000 
15, 1, 47.631613, -122.129582, 0.000000, 1.000000 
16, 1, 47.574572, -122.151042, 0.000000, 3.000000 
17, 1, 47.647255, -122.395519, 0.000000, 1.000000 
18, 1, 47.555131, -122.123360, 0.000000, 3.000000 
19, 1, 47.642291, -122.192192, 0.000000, 3.000000 
20, 1, 47.709952, -122.300768, 0.000000, 3.000000 
21, 1, 47.621758, -122.184935, 0.000000, 5.000000 
22, 1, 47.609349, -122.315441, 0.000000, 100.000000 
23, 1, 47.687791, -122.337806, 0.000000, 100.000000 
24, 1, 47.667466, -122.112623, 0.000000, 5.000000 
25, 1, 47.630699, -122.308596, 0.000000, 1.000000 
